,yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門
75,2017,51,0,1.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,5.0,5.0,2.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,8.0,10008.0
76,2014,54,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,8.0,8145.0
77,2014,55,0,1.0,1.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,8.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,4.0,11.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,9.0,16070.0
78,2015,55,0,1.0,1.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,4.0,11.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,9.0,16121.0
79,2016,55,0,1.0,1.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,5.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,4.0,11.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,9.0,16121.0
80,2017,55,0,1.0,1.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,12.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,9.0,16121.0
81,2014,56,0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,2.0,8.0,1.0,5.0,4.0,2.0,1.0,9.0,0.0,8.0,2180.0
82,2015,56,0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,9.0,1.0,5.0,4.0,2.0,1.0,9.0,0.0,8.0,2180.0
83,2016,56,0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,9.0,1.0,5.0,4.0,2.0,1.0,9.0,0.0,8.0,2180.0
84,2017,56,0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,10.0,0.0,0.0,1.0,0.0,1.0,10.0,6.0,2.0,9.0,1.0,6.0,5.0,2.0,1.0,9.0,0.0,8.0,2180.0
85,2014,57,0,1.0,1.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,5.0,5.0,6.0,0.0,3.0,27.0,1.0,0.0,3.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,3.0,2.0,11.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,8.0,16001.0
86,2015,57,0,1.0,1.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,2.0,0.0,1.0,33.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,4.0,6.0,2.0,11.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,8.0,16001.0
87,2016,57,0,1.0,1.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,5.0,1.0,0.0,2.0,33.0,1.0,0.0,4.0,5.0,6.0,0.0,0.0,1.0,0.0,3.0,4.0,6.0,2.0,11.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,8.0,16001.0
88,2017,57,0,1.0,1.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,7.0,0.0,3.0,22.0,2.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,5.0,12.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,8.0,16001.0
89,2014,58,0,0.0,2.0,4.0,18.0,4.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,11.0,1.0,6.0,6.0,1.0,1.0,9.0,0.0,8.0,18002.0
90,2015,58,0,0.0,2.0,4.0,18.0,4.0,1.0,0.0,0.0,1.0,0.0,12.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,11.0,1.0,6.0,6.0,1.0,1.0,9.0,0.0,8.0,18002.0
91,2014,59,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,13.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,2.0,0.0,9.0,5.0,1.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,11.0,13065.0
92,2015,59,0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,17.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,2.0,1.0,4.0,10.0,1.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,11.0,11182.0
93,2016,59,0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,13.0,2.0,0.0,1.0,6.0,6.0,0.0,0.0,3.0,0.0,6.0,10.0,1.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,11.0,11182.0
94,2017,59,0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,10.0,2.0,0.0,1.0,4.0,11.0,0.0,0.0,3.0,0.0,4.0,10.0,1.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,11.0,11182.0
95,2014,61,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,1.0,0.0,3.0,2.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,12.0,1.0,7.0,6.0,3.0,1.0,8.0,1.0,9.0,8139.0
96,2015,61,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,13.0,1.0,7.0,6.0,3.0,1.0,8.0,1.0,9.0,8028.0
97,2014,62,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,5.0,6.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,4.0,6.0,2.0,2.0,1.0,2.0,1.0,8.0,1.0,8.0,8157.0
98,2015,62,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,4.0,7.0,2.0,2.0,2.0,2.0,1.0,8.0,1.0,8.0,8157.0
99,2016,62,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,10.0,2.0,7.0,2.0,3.0,2.0,2.0,1.0,8.0,1.0,8.0,8157.0
100,2017,62,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,1.0,6.0,4.0,0.0,1.0,7.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,3.0,0.0,3.0,2.0,4.0,2.0,7.0,2.0,3.0,2.0,2.0,1.0,8.0,1.0,8.0,8157.0
101,2014,65,0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,5.0,3.0,0.0,10.0,12.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,4.0,7.0,1.0,2.0,2.0,0.0,0.0,8.0,1.0,8.0,8194.0
102,2015,65,0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,3.0,5.0,1.0,0.0,1.0,13.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,5.0,7.0,1.0,3.0,3.0,0.0,0.0,8.0,1.0,8.0,8194.0
103,2016,65,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,5.0,5.0,1.0,0.0,3.0,13.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0,6.0,4.0,5.0,8.0,1.0,3.0,3.0,0.0,0.0,8.0,2.0,8.0,8194.0
104,2017,65,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,4.0,5.0,1.0,2.0,1.0,9.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,6.0,8.0,5.0,8.0,1.0,3.0,3.0,0.0,0.0,8.0,2.0,8.0,8194.0
105,2014,68,0,1.0,1.0,4.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,7.0,1.0,3.0,1.0,4.0,1.0,9.0,0.0,9.0,17112.0
106,2015,68,0,1.0,1.0,4.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,5.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,10.0,2.0,8.0,1.0,4.0,1.0,4.0,1.0,9.0,1.0,9.0,17112.0
107,2016,68,0,1.0,1.0,4.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,7.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,3.0,1.0,2.0,1.0,8.0,5.0,8.0,1.0,4.0,1.0,4.0,1.0,9.0,1.0,9.0,17112.0
108,2017,68,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,5.0,8.0,1.0,4.0,2.0,4.0,1.0,9.0,0.0,9.0,17112.0
109,2014,69,0,1.0,1.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,3.0,0.0,5.0,7.0,5.0,5.0,11.0,1.0,6.0,6.0,0.0,0.0,8.0,1.0,8.0,14053.0
110,2015,69,0,1.0,1.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,3.0,0.0,9.0,7.0,4.0,5.0,12.0,1.0,6.0,6.0,0.0,0.0,8.0,1.0,8.0,14053.0
111,2016,69,0,1.0,1.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,3.0,0.0,2.0,4.0,1.0,5.0,12.0,1.0,6.0,6.0,0.0,0.0,8.0,1.0,8.0,14053.0
112,2017,69,0,1.0,1.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,4.0,8.0,2.0,12.0,1.0,7.0,7.0,0.0,0.0,8.0,1.0,8.0,14053.0
113,2014,70,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,4.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,3.0,0.0,2.0,1.0,5.0,2.0,13.0,1.0,7.0,7.0,1.0,2.0,6.0,1.0,8.0,14067.0
114,2014,71,0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,2.0,1.0,7.0,5.0,9.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,8.0,4045.0
115,2015,71,0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,7.0,0.0,0.0,3.0,0.0,2.0,10.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,8.0,4045.0
116,2016,71,0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,3.0,0.0,5.0,10.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,8.0,4045.0
117,2017,71,0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,3.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,5.0,5.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,8.0,4045.0
118,2014,72,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,1.0,13.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,6.0,14067.0
119,2015,72,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,1.0,0.0,1.0,9.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,14067.0
120,2016,72,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,2.0,6.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,14067.0
121,2017,72,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,1.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,6.0,1.0,8.0,14067.0
122,2015,73,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,0.0,8.0,1.0,1.0,3.0,1.0,3.0,10.0,2.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,9.0,14105.0
123,2016,73,0,1.0,1.0,4.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,11.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,3.0,0.0,6.0,10.0,9.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,9.0,14105.0
124,2017,73,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,5.0,0.0,6.0,4.0,0.0,1.0,9.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,2.0,10.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,6.0,3.0,9.0,14105.0
125,2014,78,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,1.0,0.0,2.0,10.0,2.0,3.0,6.0,2.0,3.0,3.0,0.0,0.0,8.0,0.0,8.0,8162.0
126,2015,78,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,5.0,4.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,3.0,11.0,0.0,0.0,2.0,0.0,1.0,10.0,3.0,2.0,6.0,2.0,3.0,3.0,0.0,0.0,8.0,0.0,8.0,16086.0
127,2016,78,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,11.0,5.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,7.0,2.0,7.0,1.0,3.0,3.0,0.0,0.0,8.0,0.0,8.0,16086.0
128,2017,78,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,1.0,8.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,3.0,0.0,1.0,10.0,8.0,2.0,7.0,1.0,4.0,4.0,0.0,0.0,8.0,0.0,8.0,16086.0
129,2014,80,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,4.0,0.0,5.0,10.0,7.0,2.0,7.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,8.0,8038.0
130,2015,80,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,2.0,1.0,2.0,10.0,7.0,2.0,8.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,8.0,8038.0
131,2016,80,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,9.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,2.0,0.0,3.0,10.0,8.0,2.0,8.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,8.0,8038.0
132,2017,80,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,2.0,2.0,5.0,0.0,0.0,3.0,5.0,8.0,0.0,0.0,2.0,1.0,3.0,10.0,5.0,2.0,8.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,8.0,8038.0
133,2014,85,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,14.0,22.0,2.0,0.0,3.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,8.0,13168.0
134,2015,85,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,8.0,2.0,23.0,3.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,8.0,13084.0
135,2016,85,0,1.0,1.0,3.0,13.0,5.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,15.0,4.0,19.0,2.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,8.0,13084.0
136,2017,85,0,1.0,1.0,3.0,13.0,5.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,11.0,2.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,8.0,13084.0
137,2014,87,0,0.0,1.0,2.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,5.0,6.0,2.0,0.0,6.0,5.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,2.0,0.0,1.0,7.0,1.0,5.0,11.0,2.0,6.0,3.0,6.0,3.0,5.0,1.0,8.0,17144.0
138,2015,87,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
139,2016,87,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
140,2017,87,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
141,2017,89,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,2.0,6.0,1.0,2.0,8.0,20.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,8.0,8074.0
142,2014,96,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,4.0,0.0,5.0,3.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,2197.0
143,2015,96,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2197.0
144,2016,96,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,1.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,10.0,9.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,2197.0
145,2017,96,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,2177.0
146,2017,98,0,1.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,5.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,18111.0
147,2015,100,0,1.0,2.0,4.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,3.0,5.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,4.0,0.0,3.0,10.0,7.0,2.0,11.0,1.0,4.0,1.0,5.0,2.0,9.0,1.0,8.0,14195.0
148,2016,100,0,1.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,3.0,0.0,8.0,1.0,7.0,2.0,11.0,1.0,4.0,1.0,5.0,2.0,9.0,1.0,8.0,14195.0
149,2017,100,0,1.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,8.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,8.0,9.0,0.0,0.0,3.0,0.0,8.0,1.0,7.0,5.0,11.0,1.0,4.0,2.0,5.0,2.0,9.0,1.0,8.0,14195.0
150,2014,102,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,13.0,6.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,2.0,9.0,0.0,0.0,3.0,1.0,3.0,1.0,10.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,8.0,1.0,8.0,14077.0
